"2056.0","7.0","280.9913427925296"
"2068.0","7.0","281.4952123967184"
"2050.0","4.0","278.949122732657"
"2086.0","8.0","281.79874081941244"
"2097.0","4.0","280.7131078229632"
"2065.0","11.0","279.96922061011907"
"2072.0","3.0","278.83062941028226"
"2051.0","7.0","280.8007620534589"
"2002.0","3.0","276.89800029370997"
"1990.0","3.0","276.46703051495297"
"1984.0","9.0","277.53228183322483"
"1952.0","3.0","275.63385177699166"
"2064.0","6.0","281.21139285133"
"2056.0","8.0","280.56050842225494"
"1952.0","6.0","278.73091574276197"
"2081.0","4.0","280.2119374318166"
"1985.0","4.0","277.47414833351417"
"2049.0","10.0","279.41776322122115"
"2043.0","10.0","279.2451632591986"
"1992.0","6.0","278.9017915015127"
"2100.0","12.0","281.196001618276"
"2036.0","12.0","278.20753656749656"
"2035.0","11.0","278.7437407347533"
"1996.0","8.0","278.4271275783525"
"1967.0","3.0","275.6207154523515"
"1988.0","11.0","276.61181455125995"
"1964.0","6.0","278.48563622368704"
"2015.0","9.0","278.6282381184896"
"1984.0","7.0","278.7860754416408"
"2085.0","11.0","280.6374450683594"
"1982.0","6.0","279.0142790052626"
"1955.0","5.0","278.20929319899267"
"2027.0","8.0","279.610277859181"
"2095.0","7.0","282.3741957961872"
"2026.0","3.0","276.9621810524492"
"2077.0","5.0","281.07973303956993"
"2087.0","12.0","280.3080426334785"
"1955.0","11.0","276.3860333610983"
"2032.0","7.0","280.1577616319007"
"1993.0","12.0","276.2089676395539"
"2094.0","12.0","280.42220377494783"
"2066.0","12.0","279.63211405529955"
"2031.0","7.0","280.1410138530116"
"2008.0","8.0","279.1097708003312"
"1992.0","4.0","277.5321293849571"
"1999.0","11.0","277.15344035581467"
"2044.0","4.0","278.83713303338914"
"2005.0","12.0","277.10034103393554"
"2085.0","2.0","279.1535794005102"
"2018.0","9.0","278.72445489792597"
"2012.0","2.0","276.16245580212825"
"2008.0","6.0","279.41306396484373"
"2090.0","9.0","281.2791458129883"
"1979.0","4.0","277.4032281946253"
"2009.0","11.0","277.74277457101005"
"1951.0","9.0","277.52912454044116"
"2071.0","1.0","279.056098171533"
"1978.0","6.0","278.884288212291"
"1975.0","9.0","277.45336378666394"
"1999.0","10.0","277.72791643040154"
"2046.0","3.0","277.70247572094615"
"1959.0","11.0","276.3655278224571"
"1959.0","12.0","275.97995172674007"
"2065.0","6.0","281.28315528506323"
"2074.0","1.0","279.27124882825274"
"2036.0","2.0","276.9561785993905"
"1975.0","6.0","278.7853452448259"
"2078.0","5.0","281.14573447269885"
"2043.0","4.0","278.7691473969959"
"2035.0","1.0","277.48981880913016"
"2032.0","11.0","278.60202162000866"
"2044.0","7.0","280.6194567983601"
"2000.0","11.0","277.2257820657678"
"2039.0","8.0","279.9949830031309"
"1971.0","10.0","276.7748263865861"
"2068.0","9.0","280.4261139497303"
"2048.0","8.0","280.20422330466647"
"1999.0","6.0","279.3169295134368"
"2064.0","4.0","279.5616576857794"
"2009.0","3.0","276.2735389814948"
"2008.0","2.0","276.08397406216324"
"1988.0","5.0","278.7214952501445"
"1978.0","3.0","276.09214536605344"
"1965.0","9.0","277.23504825168186"
"2029.0","6.0","280.0076555406725"
"2070.0","11.0","280.10585896809897"
"2061.0","2.0","278.15727906519055"
"2072.0","4.0","279.87918660481773"
"1979.0","10.0","277.1591636630369"
"2031.0","6.0","280.05205063996493"
"2045.0","3.0","277.72716171334963"
"2029.0","11.0","278.44711820585235"
"2067.0","4.0","279.6682042294457"
"2021.0","3.0","276.7401476897646"
"2087.0","10.0","280.77702290759106"
"1991.0","4.0","277.7700736251532"
"2074.0","2.0","278.7687313418591"
"1979.0","3.0","276.045178539864"
"1976.0","10.0","276.86349886261144"
"2024.0","1.0","277.2012469513509"
"2052.0","7.0","280.8544806058764"
"2089.0","10.0","280.96373603848144"
"2043.0","3.0","277.56348595685125"
"1997.0","1.0","275.8728834582913"
"2062.0","6.0","281.2309891764323"
"2079.0","10.0","280.57764909074115"
"1994.0","1.0","275.60208496312515"
"2060.0","9.0","280.18728422277115"
"2017.0","12.0","277.5369183377736"
"1952.0","8.0","278.0395181789796"
"2022.0","2.0","276.5477844467737"
"1981.0","8.0","278.2357195235495"
"1983.0","6.0","278.84417543764465"
"2074.0","7.0","281.7136199339224"
"2069.0","5.0","280.68056418423276"
"2030.0","8.0","279.6353289629962"
"1975.0","7.0","278.6360999011832"
"2014.0","8.0","279.2513977613317"
"2094.0","1.0","279.8128336971379"
"1981.0","5.0","278.5292736860159"
"1957.0","10.0","276.92420064792236"
"2025.0","10.0","278.6413533545917"
"2054.0","1.0","278.3439636230469"
"2001.0","11.0","277.24937911688113"
"1959.0","3.0","275.8076188089273"
"2052.0","10.0","279.51592256086377"
"2072.0","8.0","281.230812375117"
"1950.0","5.0","278.1654766162387"
"1955.0","3.0","275.72226067964675"
"1974.0","4.0","277.15001563356634"
"2066.0","7.0","281.42079636534237"
"2034.0","5.0","279.4710124247783"
"2062.0","10.0","279.97896444434946"
"2042.0","8.0","280.0533933859267"
"1971.0","2.0","275.0412868987349"
"2001.0","8.0","278.6670854774779"
"1994.0","4.0","277.6915669193974"
"2080.0","11.0","280.4977752685547"
"1990.0","11.0","276.9838878328838"
"2096.0","8.0","282.0832274546821"
"2007.0","9.0","278.4087945265997"
"2007.0","10.0","278.0581793859807"
"2051.0","12.0","278.91762619436986"
"1984.0","4.0","277.44943129928026"
"1955.0","6.0","278.7915311327168"
"2098.0","10.0","281.17932511099826"
"2056.0","11.0","279.52967683426056"
