executorId,attempt,taskId,launchTime,executorDeserializeTime,executorRunTime,bytesRead,recordsRead,jvmGcTime,memoryBytesSpilled,resultSerializationTime,resultSize,bytesWritten,recordsWritten,writeTime
14,0,5988,2015-12-28T16:35:06.218GMT,3,168114,273012915,87,374,0,1,10554,780,4,76294
6,0,5989,2015-12-28T16:35:06.762GMT,3,34263,53724998,17,52,0,0,10553,195,1,60242
15,0,5982,2015-12-28T16:35:00.577GMT,3,167110,272995010,87,402,0,0,10554,780,4,81366
2,0,5983,2015-12-28T16:35:00.986GMT,3,169164,272374369,87,436,0,0,10549,780,4,87877
2,0,5980,2015-12-28T16:34:57.008GMT,2,175860,274221800,88,436,0,0,10549,585,3,78230
1,0,5981,2015-12-28T16:34:58.246GMT,3,163262,272001888,86,402,0,0,10553,778,4,87421
11,0,5986,2015-12-28T16:35:03.936GMT,2,169140,272392040,87,329,0,0,10554,778,4,96071
3,0,5987,2015-12-28T16:35:04.248GMT,2,167358,273496177,87,416,0,0,10553,780,4,857924
8,0,5984,2015-12-28T16:35:01.299GMT,1,33919,56256655,18,137,0,1,10549,195,1,63303
3,0,5985,2015-12-28T16:35:01.776GMT,4,164134,271570428,87,416,0,0,10553,585,3,65019
15,0,6796,2015-12-28T16:50:03.383GMT,2,100315,273707507,86,45,0,0,10554,778,4,97018
14,0,6797,2015-12-28T16:50:03.763GMT,3,136087,273968639,86,415,0,0,10554,780,4,72048
0,0,6794,2015-12-28T16:50:03.011GMT,2,32144,64464752,20,19,0,0,10553,195,1,44000
9,0,6795,2015-12-28T16:50:03.347GMT,3,129421,273778777,87,75,0,0,10549,585,3,52521
0,0,6792,2015-12-28T16:49:58.508GMT,2,499420,274085891,86,199,0,0,10553,780,4,94266
5,0,6793,2015-12-28T16:50:02.108GMT,3,148417,273870408,86,307,0,0,10549,780,4,91402
5,0,6790,2015-12-28T16:49:53.520GMT,3,129973,274233914,87,300,0,0,10549,585,3,81370
6,0,6791,2015-12-28T16:49:55.311GMT,3,142685,274022249,86,542,0,0,10553,778,4,83879
10,0,6798,2015-12-28T16:50:04.311GMT,3,111465,273759759,86,187,0,0,10554,780,4,91691
4,0,6799,2015-12-28T16:50:05.060GMT,3,31768,64350907,20,15,0,0,10553,195,1,56925
13,0,270,2015-12-28T14:37:49.482GMT,6,128669,272121586,85,250,0,0,10550,780,4,83836
9,0,271,2015-12-28T14:37:50.470GMT,6,154009,272867792,85,91,0,0,10549,778,4,84493
15,0,272,2015-12-28T14:37:52.426GMT,12,140934,274372139,85,162,0,1,10554,780,4,87844
3,0,273,2015-12-28T14:37:54.312GMT,5,145925,274511136,85,103,0,0,10553,780,4,67592
3,0,274,2015-12-28T14:37:55.153GMT,6,47673,84868960,26,42,0,0,10553,195,1,48776
13,0,275,2015-12-28T14:37:55.304GMT,6,196799,272084404,85,332,0,0,10550,780,4,87256
2,0,276,2015-12-28T14:37:55.533GMT,7,149213,273412857,85,170,0,0,10549,778,4,89114
6,0,277,2015-12-28T14:37:56.167GMT,6,148648,271791663,84,203,0,0,10553,780,4,95101
2,0,278,2015-12-28T14:37:56.404GMT,5,149048,272945472,85,215,0,0,10549,780,4,64304
4,0,279,2015-12-28T14:37:56.728GMT,6,56700,83342513,26,46,0,1,10553,195,1,50987
0,0,2558,2015-12-28T15:27:00.544GMT,3,101385,273473303,86,63,0,0,10553,780,4,67668
11,0,9258,2015-12-28T17:56:36.932GMT,2,113116,271770072,85,91,0,0,10554,780,4,65504
4,0,9259,2015-12-28T17:56:37.765GMT,4,32559,75451942,24,27,0,0,10553,390,2,81436
5,0,9256,2015-12-28T17:56:32.285GMT,3,101598,273613930,85,68,0,0,10549,583,3,56258
11,0,9257,2015-12-28T17:56:36.559GMT,3,110364,273076769,85,91,0,0,10554,778,4,87367
5,0,9254,2015-12-28T17:56:31.945GMT,3,129776,74305650,23,76,0,0,10549,392,2,81257
4,0,9255,2015-12-28T17:56:31.947GMT,3,123875,273980628,86,101,0,0,10553,781,4,75217
0,0,9252,2015-12-28T17:56:31.249GMT,3,129425,271698985,85,128,0,0,10553,782,4,73197
10,0,9253,2015-12-28T17:56:31.675GMT,3,120510,273712032,86,79,0,0,10554,784,4,86158
13,0,9250,2015-12-28T17:56:31.058GMT,5,106405,273325797,86,105,0,0,10550,783,4,78765
3,0,9251,2015-12-28T17:56:31.104GMT,2,103703,272315716,85,76,0,0,10553,586,3,68068
11,0,1370,2015-12-28T14:57:53.791GMT,3,160043,272101739,85,187,0,0,10554,780,4,77392
14,0,1373,2015-12-28T14:58:00.685GMT,3,164047,274476308,85,231,0,0,10554,780,4,87142
13,0,3519,2015-12-28T15:49:05.794GMT,3,38649,74518027,23,131,0,0,10550,195,1,53463
9,0,3518,2015-12-28T15:49:04.734GMT,3,279550,274055906,86,458,0,0,10549,780,4,70277
4,0,3513,2015-12-28T15:48:57.191GMT,3,145047,271726107,85,234,0,0,10553,780,4,86272
7,0,3512,2015-12-28T15:48:56.147GMT,3,115585,272517552,85,173,0,0,10553,780,4,71623
0,0,3511,2015-12-28T15:48:55.580GMT,3,135406,272779118,85,217,0,0,10553,778,4,82712
12,0,3510,2015-12-28T15:48:53.028GMT,3,272138,273355238,86,369,0,0,10550,780,4,65610
5,0,3517,2015-12-28T15:49:04.054GMT,2,139119,271778882,85,208,0,0,10549,780,4,93775
8,0,3516,2015-12-28T15:49:02.004GMT,2,133956,272574985,85,280,0,0,10549,778,4,79837
11,0,3515,2015-12-28T15:48:59.828GMT,3,136963,273506690,86,208,0,0,10554,780,4,71463
0,0,3514,2015-12-28T15:48:57.246GMT,3,41171,75221842,24,97,0,0,10553,195,1,46218
5,0,2688,2015-12-28T15:31:12.075GMT,2,587331,274519328,88,509,0,1,10549,780,4,87120
8,0,2689,2015-12-28T15:31:15.223GMT,3,178025,52231645,16,220,0,0,10549,195,1,49793
5,0,2684,2015-12-28T15:31:05.795GMT,2,142373,52520393,17,32,0,0,10549,195,1,64087
6,0,2685,2015-12-28T15:31:08.506GMT,2,98097,274513646,88,113,0,0,10553,780,4,62276
10,0,2686,2015-12-28T15:31:11.289GMT,2,616136,271638096,86,555,0,0,10554,778,4,79779
2,0,2687,2015-12-28T15:31:11.884GMT,2,82592,272201857,87,179,0,0,10549,778,4,68722
13,0,2680,2015-12-28T15:30:57.020GMT,3,571253,274495211,88,473,0,0,10550,780,4,80450
12,0,2681,2015-12-28T15:30:57.725GMT,3,77902,271676295,86,35,0,0,10550,778,4,63860
2,0,2682,2015-12-28T15:31:01.602GMT,2,94127,272308661,87,191,0,0,10549,778,4,67742
9,0,2683,2015-12-28T15:31:04.704GMT,2,83721,271806009,87,63,0,0,10549,780,4,65986
8,0,99,2015-12-28T14:34:41.786GMT,1962,43632,83719458,26,165,0,1,10549,195,1,572175
6,0,98,2015-12-28T14:34:41.785GMT,2012,136097,273328497,85,259,0,1,10553,780,4,88875
4,0,91,2015-12-28T14:34:41.781GMT,1594,142117,273827204,85,299,0,0,10553,778,4,83781
12,0,90,2015-12-28T14:34:41.781GMT,902,136511,272235279,85,224,0,0,10550,780,4,54272
11,0,93,2015-12-28T14:34:41.782GMT,1104,144283,273642121,85,246,0,0,10554,780,4,65736
7,0,92,2015-12-28T14:34:41.782GMT,1311,134233,272438652,84,330,0,1,10553,780,4,82800
10,0,95,2015-12-28T14:34:41.783GMT,1613,134753,272637113,85,234,0,1,10554,780,4,66084
14,0,94,2015-12-28T14:34:41.783GMT,1690,44332,87255173,27,159,0,2,10554,195,1,645367
9,0,97,2015-12-28T14:34:41.785GMT,1650,136681,272655918,84,227,0,1,10549,780,4,81697
5,0,96,2015-12-28T14:34:41.784GMT,1999,138485,274211490,85,225,0,0,10549,778,4,73383
8,0,1376,2015-12-28T14:58:01.966GMT,3,160541,272697938,85,199,0,0,10549,778,4,109510
8,0,1177,2015-12-28T14:54:25.990GMT,3,160055,273164368,85,276,0,0,10549,585,3,74836
6,0,1176,2015-12-28T14:54:24.301GMT,4,163206,272281485,84,188,0,0,10553,778,4,90838
12,0,1175,2015-12-28T14:54:19.268GMT,3,161567,274688203,86,126,0,1,10550,781,4,77253
11,0,1174,2015-12-28T14:54:19.096GMT,4,46804,79577491,25,37,0,0,10554,392,2,79567
12,0,1173,2015-12-28T14:54:18.961GMT,3,159282,272506188,85,126,0,0,10550,786,4,99714
3,0,1172,2015-12-28T14:54:18.922GMT,3,158569,272557663,85,216,0,0,10553,588,3,65830
1,0,1171,2015-12-28T14:54:18.417GMT,4,160443,272087947,85,265,0,0,10553,782,4,75619
7,0,1170,2015-12-28T14:54:18.385GMT,3,164920,271645093,85,255,0,0,10553,783,4,87112
13,0,1179,2015-12-28T14:54:26.827GMT,4,42390,80573758,25,40,0,0,10550,390,2,77122
9,0,1178,2015-12-28T14:54:26.655GMT,4,160924,273437435,85,180,0,0,10549,780,4,83168
13,0,6987,2015-12-28T16:53:56.000GMT,3,85901,274260317,86,31,0,0,10550,786,4,61108
3,0,7188,2015-12-28T17:00:01.644GMT,3,980199,272010691,86,313,0,0,10553,780,4,57117
0,0,7189,2015-12-28T17:00:02.289GMT,2,27974,65770309,21,7,0,0,10553,195,1,53366
1,0,3431,2015-12-28T15:47:23.608GMT,2,150891,272924192,86,178,0,0,10553,583,3,75871
5,0,7180,2015-12-28T16:59:41.304GMT,2,1036447,274329997,87,1254,0,0,10549,585,3,49632
11,0,7181,2015-12-28T16:59:44.877GMT,2,114663,273954809,86,54,0,0,10554,778,4,60767
0,0,7182,2015-12-28T16:59:47.353GMT,2,1036350,273756692,86,282,0,0,10553,780,4,77412
1,0,7183,2015-12-28T16:59:50.304GMT,3,1002991,273084731,86,175,0,0,10553,780,4,62832
2,0,7184,2015-12-28T16:59:51.067GMT,2,23021,66811296,21,13,0,0,10549,195,1,52541
11,0,7185,2015-12-28T17:00:00.115GMT,3,1024770,274339606,87,459,0,0,10554,585,3,82347
14,0,7186,2015-12-28T17:00:00.618GMT,3,93252,271573571,85,49,0,0,10554,778,4,64963
13,0,7187,2015-12-28T17:00:00.872GMT,2,80584,272284984,86,16,0,0,10550,780,4,66654
12,0,1227,2015-12-28T14:55:22.009GMT,20,159657,272988241,85,177,0,0,10550,585,3,71332
5,0,3433,2015-12-28T15:47:24.913GMT,3,156798,274329104,87,312,0,0,10549,780,4,70412
1,0,1226,2015-12-28T14:55:20.670GMT,5,158963,272537073,85,212,0,0,10553,778,4,86195
0,0,872,2015-12-28T14:48:49.798GMT,4,168476,273036121,87,226,0,0,10553,591,3,79357
7,0,621,2015-12-28T14:44:30.557GMT,5,166871,273365517,87,250,0,1,10553,778,4,78981
11,0,873,2015-12-28T14:48:51.289GMT,4,166042,274502245,88,287,0,0,10554,788,4,86645
5,0,1224,2015-12-28T14:55:20.074GMT,3,47778,79830812,25,54,0,0,10549,390,2,80700
13,0,8549,2015-12-28T17:43:25.363GMT,3,31052,52800781,17,29,0,0,10550,195,1,67658
14,0,8548,2015-12-28T17:43:24.425GMT,3,169271,272050060,87,137,0,0,10554,780,4,95982
13,0,8019,2015-12-28T17:33:51.044GMT,2,34696,72953847,23,21,0,0,10550,195,1,46432
10,0,8018,2015-12-28T17:33:48.869GMT,3,156477,272412634,85,87,0,0,10554,780,4,91427
14,0,8017,2015-12-28T17:33:47.625GMT,2,133028,273899940,86,102,0,0,10554,780,4,80301
6,0,8016,2015-12-28T17:33:47.109GMT,1,123130,271747083,85,80,0,0,10553,778,4,86196
11,0,8015,2015-12-28T17:33:45.031GMT,3,160322,273136343,86,109,0,0,10554,585,3,70321
15,0,8014,2015-12-28T17:33:44.452GMT,2,26264,75114436,23,14,0,0,10554,195,1,49992
0,0,8013,2015-12-28T17:33:44.321GMT,2,105304,274640131,86,77,0,0,10553,780,4,80684
7,0,8540,2015-12-28T17:43:19.536GMT,3,172576,273797566,88,107,0,0,10553,780,4,85554
1,0,8011,2015-12-28T17:33:43.739GMT,3,158784,274424789,86,106,0,0,10553,778,4,100598
15,0,8542,2015-12-28T17:43:20.622GMT,3,168371,273207085,87,152,0,0,10554,780,4,93922
0,0,7456,2015-12-28T17:10:54.648GMT,1,1131611,274290315,86,391,0,0,10553,778,4,72974
15,0,7457,2015-12-28T17:10:55.452GMT,2,91173,274419155,86,18,0,0,10554,780,4,70525
5,0,7454,2015-12-28T17:10:50.031GMT,2,19906,63653748,20,26,0,0,10549,195,1,52555
7,0,7455,2015-12-28T17:10:50.144GMT,3,1132017,274199333,87,87,0,0,10553,585,3,52426
6,0,7452,2015-12-28T17:10:47.787GMT,2,1096672,273540759,86,313,0,0,10553,780,4,81738
2,0,7453,2015-12-28T17:10:48.272GMT,3,77775,273074539,86,40,0,0,10549,780,4,67120
6,0,7450,2015-12-28T17:10:44.964GMT,2,1076165,274010701,87,308,0,0,10553,585,3,55281
4,0,7451,2015-12-28T17:10:45.275GMT,2,1139440,273670235,86,216,0,0,10553,778,4,80735
0,0,1220,2015-12-28T14:55:11.761GMT,5,164310,272021979,85,259,0,0,10553,780,4,90878
6,0,4590,2015-12-28T16:09:16.143GMT,3,187935,271827430,85,393,0,0,10553,780,4,86494
11,0,7458,2015-12-28T17:10:56.675GMT,2,1130626,274402775,86,218,0,0,10554,780,4,66788
13,0,7459,2015-12-28T17:11:00.548GMT,2,18708,65112362,20,6,0,0,10550,195,1,50642
10,0,4591,2015-12-28T16:09:16.147GMT,3,153411,272696708,85,245,0,0,10554,778,4,116401
2,0,2033,2015-12-28T15:10:13.848GMT,4,119021,272568787,86,154,0,0,10549,788,4,67826
4,0,2744,2015-12-28T15:32:44.117GMT,3,179748,52215921,16,320,0,0,10553,195,1,51797
0,0,2031,2015-12-28T15:10:11.944GMT,3,139808,273403510,86,186,0,0,10553,786,4,75857
8,0,2030,2015-12-28T15:10:11.291GMT,3,130774,272090852,86,184,0,0,10549,591,3,72184
15,0,2749,2015-12-28T15:32:52.251GMT,3,157146,53846593,17,104,0,0,10554,390,2,75619
12,0,4845,2015-12-28T16:13:59.879GMT,1,133510,271622254,85,239,0,0,10550,780,4,83744
12,0,4846,2015-12-28T16:13:59.918GMT,2,131172,271893464,85,239,0,0,10550,583,3,54607
13,0,4737,2015-12-28T16:12:05.006GMT,3,145383,274539789,85,278,0,0,10550,585,3,63076
12,0,8291,2015-12-28T17:38:44.040GMT,2,164051,272330623,85,108,0,0,10550,778,4,86895
7,0,4599,2015-12-28T16:09:29.886GMT,4,44617,80536619,25,60,0,0,10553,390,2,116007
0,0,4734,2015-12-28T16:12:00.661GMT,4,45152,79658977,25,72,0,0,10553,392,2,67412
6,0,8290,2015-12-28T17:38:42.659GMT,3,159991,271711838,85,127,0,0,10553,780,4,79586
5,0,4735,2015-12-28T16:12:01.058GMT,4,143845,272381590,85,244,0,0,10549,781,4,93523
7,0,8293,2015-12-28T17:38:45.861GMT,3,163209,272983767,85,104,0,0,10553,780,4,67812
5,0,6535,2015-12-28T16:45:06.759GMT,3,160782,272356172,86,325,0,0,10549,780,4,72836
15,0,4842,2015-12-28T16:13:56.294GMT,3,216805,272339370,85,441,0,0,10554,778,4,80757
9,0,6532,2015-12-28T16:45:03.020GMT,3,160726,273537576,85,680,0,0,10549,583,3,61151
1,0,2038,2015-12-28T15:10:18.958GMT,2,114172,272502587,86,137,0,1,10553,780,4,66208
6,0,4738,2015-12-28T16:12:07.120GMT,3,233655,274214650,85,409,0,0,10553,780,4,61646
1,0,6533,2015-12-28T16:45:03.706GMT,3,170646,274475895,86,357,0,0,10553,780,4,88153
15,0,2315,2015-12-28T15:17:35.551GMT,3,78464,274384436,87,51,0,0,10554,780,4,60098
0,0,6530,2015-12-28T16:44:59.665GMT,3,163613,272998606,86,348,0,0,10553,780,4,91448
1,0,8296,2015-12-28T17:38:51.400GMT,3,158983,272217545,84,120,0,0,10553,784,4,90341
1,0,393,2015-12-28T14:40:13.056GMT,5,140435,272940506,85,140,0,0,10553,780,4,83054
6,0,392,2015-12-28T14:40:12.956GMT,5,203199,273513440,85,289,0,0,10553,780,4,96225
6,0,391,2015-12-28T14:40:12.826GMT,6,152251,272148912,85,185,0,0,10553,778,4,89103
8,0,390,2015-12-28T14:40:12.215GMT,4,137984,271699041,85,144,0,0,10549,780,4,90011
9,0,397,2015-12-28T14:40:14.477GMT,5,160391,273541683,85,251,0,0,10549,780,4,73712
14,0,396,2015-12-28T14:40:13.966GMT,6,156720,272610545,85,125,0,0,10554,778,4,82694
7,0,395,2015-12-28T14:40:13.937GMT,4,138711,271681898,85,269,0,0,10553,780,4,95217
15,0,394,2015-12-28T14:40:13.379GMT,5,43011,83153638,26,39,0,0,10554,195,1,64840
13,0,399,2015-12-28T14:40:14.505GMT,6,44583,80272530,25,73,0,1,10550,195,1,53088
1,0,398,2015-12-28T14:40:14.495GMT,18,195711,273187204,85,182,0,0,10553,780,4,113841
9,0,2309,2015-12-28T15:17:20.221GMT,3,26676,64762018,20,37,0,0,10549,390,2,75336
2,0,2308,2015-12-28T15:17:15.316GMT,3,84139,274244503,87,49,0,0,10549,780,4,65825
11,0,4729,2015-12-28T16:11:53.284GMT,3,49766,78274692,24,142,0,0,10554,390,2,68267
11,0,4728,2015-12-28T16:11:53.193GMT,3,187896,274306025,85,371,0,0,10554,780,4,62405
7,0,2301,2015-12-28T15:16:54.330GMT,2,113338,274442245,86,124,0,0,10553,778,4,66011
10,0,4724,2015-12-28T16:11:49.564GMT,3,44511,78175843,24,68,0,0,10554,390,2,119353
14,0,4727,2015-12-28T16:11:52.002GMT,4,142043,274641963,85,246,0,0,10554,585,3,66935
8,0,2302,2015-12-28T15:17:01.365GMT,3,110839,271634855,85,139,0,0,10549,583,3,67305
6,0,2305,2015-12-28T15:17:13.475GMT,3,891960,274356801,87,705,0,0,10553,780,4,64736
8,0,2304,2015-12-28T15:17:09.533GMT,3,32912,64766393,20,34,0,0,10549,390,2,78749
9,0,2307,2015-12-28T15:17:15.289GMT,3,117204,271820449,85,230,0,0,10549,583,3,50568
14,0,2306,2015-12-28T15:17:15.091GMT,2,866381,274602975,86,539,0,0,10554,778,4,59093
2,0,5847,2015-12-28T16:32:30.554GMT,3,166990,273487965,87,343,0,0,10549,780,4,81194
5,0,5846,2015-12-28T16:32:26.880GMT,3,168807,273441640,87,381,0,0,10549,778,4,83325
4,0,5845,2015-12-28T16:32:24.965GMT,3,167983,273605000,88,357,0,0,10553,585,3,67006
0,0,5844,2015-12-28T16:32:24.300GMT,3,31232,50928436,16,56,0,0,10553,197,1,88123
7,0,5843,2015-12-28T16:32:23.819GMT,3,170030,273364905,88,357,0,0,10553,788,4,89309
0,0,5842,2015-12-28T16:32:23.413GMT,3,166780,271936544,86,371,0,0,10553,788,4,82167
4,0,5841,2015-12-28T16:32:22.644GMT,3,167114,273992601,87,339,0,0,10553,786,4,83185
14,0,5840,2015-12-28T16:32:22.324GMT,3,165378,273663718,88,419,0,0,10554,591,3,57922
14,0,5849,2015-12-28T16:32:30.736GMT,3,30654,49127267,16,97,0,0,10554,195,1,55049
10,0,5848,2015-12-28T16:32:30.578GMT,3,170842,271565475,87,353,0,0,10554,780,4,88005
2,0,3748,2015-12-28T15:53:29.465GMT,4,290813,271710054,85,445,0,0,10549,585,3,68122
8,0,3749,2015-12-28T15:53:33.004GMT,2,87128,75496555,24,171,0,0,10549,390,2,115108
4,0,3746,2015-12-28T15:53:25.223GMT,3,105901,272536115,85,127,0,0,10553,778,4,63505
8,0,3747,2015-12-28T15:53:29.422GMT,3,138182,272227598,85,276,0,0,10549,585,3,73586
15,0,3744,2015-12-28T15:53:24.687GMT,3,81158,73709972,23,104,0,0,10554,390,2,76952
12,0,3745,2015-12-28T15:53:25.162GMT,2,147531,273184408,86,277,0,1,10550,780,4,85663
14,0,3742,2015-12-28T15:53:17.721GMT,2,134821,271642723,85,235,0,0,10554,780,4,82630
12,0,3743,2015-12-28T15:53:22.728GMT,2,136277,273485780,86,265,0,0,10550,585,3,50966
15,0,3740,2015-12-28T15:53:14.240GMT,3,100726,273118163,86,117,0,0,10554,780,4,64783
0,0,3741,2015-12-28T15:53:17.545GMT,2,119797,272239671,85,214,0,0,10553,778,4,63763
0,0,4620,2015-12-28T16:09:49.667GMT,2,187385,272974154,85,378,0,0,10553,780,4,66606
12,0,4621,2015-12-28T16:09:51.263GMT,2,156286,274177284,85,218,0,0,10550,778,4,95515
2,0,4622,2015-12-28T16:09:52.802GMT,3,167996,271667440,84,323,0,0,10549,780,4,89820
1,0,4623,2015-12-28T16:09:53.020GMT,3,148056,272281197,85,252,0,0,10553,585,3,76307
8,0,4624,2015-12-28T16:09:53.090GMT,3,47982,82680005,26,59,0,0,10549,390,2,80336
6,0,4625,2015-12-28T16:09:55.284GMT,3,149636,271727709,85,345,0,0,10553,780,4,66928
12,0,4626,2015-12-28T16:09:55.664GMT,3,157666,272058202,85,205,0,0,10550,778,4,77391
0,0,4627,2015-12-28T16:09:55.991GMT,3,189885,272632738,85,441,0,1,10553,780,4,83464
10,0,4628,2015-12-28T16:09:58.824GMT,3,154044,272752318,85,263,0,0,10554,585,3,64811
13,0,4629,2015-12-28T16:09:59.431GMT,3,34772,79917232,25,103,0,1,10550,390,2,115702
2,0,179,2015-12-28T14:36:58.726GMT,6,56797,84003749,26,131,0,0,10549,195,1,59188
5,0,178,2015-12-28T14:36:58.692GMT,9,159038,273536093,85,235,0,1,10549,780,4,83708
10,0,177,2015-12-28T14:36:58.622GMT,8,162315,272783949,84,227,0,0,10554,780,4,76414
2,0,176,2015-12-28T14:36:58.539GMT,5,192237,274135840,85,293,0,0,10549,778,4,86015
4,0,175,2015-12-28T14:36:58.518GMT,7,182757,272650518,85,332,0,0,10553,780,4,65428
10,0,174,2015-12-28T14:36:58.414GMT,7,58653,87271203,27,94,0,0,10554,195,1,49135
3,0,173,2015-12-28T14:36:58.398GMT,5,151851,273633321,85,149,0,0,10553,780,4,89683
10,0,172,2015-12-28T14:36:58.206GMT,12,160386,273219158,84,231,0,0,10554,780,4,82471
8,0,171,2015-12-28T14:36:58.149GMT,6,193104,274707678,85,242,0,0,10549,778,4,65709
8,0,170,2015-12-28T14:36:58.144GMT,5,149970,273093923,85,212,0,0,10549,780,4,68582
3,0,7218,2015-12-28T17:01:20.854GMT,4,1039459,273885231,86,359,0,0,10553,780,4,91891
15,0,7219,2015-12-28T17:01:20.891GMT,2,18857,64505272,20,13,0,0,10554,195,1,50506
9,0,7210,2015-12-28T17:00:49.549GMT,3,80436,271582121,86,23,0,0,10549,588,3,51241
11,0,7211,2015-12-28T17:00:54.597GMT,2,120886,271785566,86,55,0,0,10554,782,4,85749
2,0,7212,2015-12-28T17:00:59.132GMT,3,91698,271940326,86,51,0,0,10549,784,4,72855
4,0,7213,2015-12-28T17:01:00.934GMT,3,80822,272063302,86,31,0,0,10553,784,4,65593
4,0,7214,2015-12-28T17:01:00.966GMT,2,22787,65828997,21,7,0,0,10553,196,1,65636
2,0,7215,2015-12-28T17:01:01.495GMT,2,112068,274489904,87,66,0,0,10549,585,3,56417
3,0,7216,2015-12-28T17:01:03.932GMT,3,1034906,274394409,86,348,0,0,10553,779,4,73095
0,0,7217,2015-12-28T17:01:07.890GMT,2,102015,274429120,86,31,0,0,10553,780,4,85575
9,0,6217,2015-12-28T16:39:13.182GMT,3,153684,272975859,87,384,0,0,10549,792,4,76571
2,0,6216,2015-12-28T16:39:12.831GMT,3,171563,271948764,86,395,0,0,10549,790,4,122056
9,0,6215,2015-12-28T16:39:10.915GMT,3,170380,274523130,88,423,0,0,10549,594,3,69661
14,0,6214,2015-12-28T16:39:09.605GMT,1,31917,53090421,17,54,0,0,10554,195,1,65118
11,0,6213,2015-12-28T16:39:07.902GMT,2,163083,272372616,87,369,0,0,10554,780,4,83797
7,0,6212,2015-12-28T16:39:07.552GMT,4,166065,273395870,87,348,0,0,10553,780,4,94372
8,0,6211,2015-12-28T16:39:07.523GMT,4,165224,272098578,86,88,0,0,10549,778,4,77478
3,0,6210,2015-12-28T16:39:06.921GMT,3,166226,274280849,88,357,0,0,10553,585,3,80026
6,0,6219,2015-12-28T16:39:14.020GMT,3,32499,52307701,17,193,0,0,10553,198,1,55661
6,0,6218,2015-12-28T16:39:13.731GMT,3,168049,271567472,87,497,0,0,10553,792,4,90405
8,0,6819,2015-12-28T16:50:23.867GMT,3,32748,65697916,21,21,0,0,10549,195,1,105383
11,0,6818,2015-12-28T16:50:23.528GMT,3,133190,272010848,86,318,0,0,10554,780,4,102504
13,0,6811,2015-12-28T16:50:18.633GMT,3,126630,273896699,86,249,0,0,10550,778,4,66880
8,0,6810,2015-12-28T16:50:17.192GMT,3,122003,273994887,87,78,0,0,10549,585,3,59660
11,0,6813,2015-12-28T16:50:19.383GMT,3,537535,273494833,86,918,0,0,10554,780,4,87072
7,0,6812,2015-12-28T16:50:19.039GMT,3,530362,274074515,86,494,0,0,10553,780,4,62839
4,0,6815,2015-12-28T16:50:22.220GMT,2,531590,274398109,87,263,0,0,10553,585,3,53497
7,0,6814,2015-12-28T16:50:20.327GMT,2,89700,64174366,20,75,0,0,10553,195,1,45031
11,0,6817,2015-12-28T16:50:22.999GMT,4,126426,272347663,86,290,0,0,10554,780,4,66776
9,0,6816,2015-12-28T16:50:22.308GMT,2,125161,271889089,85,70,0,1,10549,778,4,68565
9,0,8848,2015-12-28T17:48:55.433GMT,4,170743,272095547,87,153,0,0,10549,585,3,70601
6,0,8849,2015-12-28T17:48:56.015GMT,3,30762,49542271,16,30,0,0,10553,390,2,126445
3,0,2063,2015-12-28T15:10:50.148GMT,3,105879,274103612,86,145,0,0,10553,780,4,61141
6,0,8840,2015-12-28T17:48:43.853GMT,3,169570,274313924,88,143,0,0,10553,780,4,84816
6,0,8841,2015-12-28T17:48:46.163GMT,3,168381,274093271,87,143,0,0,10553,778,4,82396
4,0,8842,2015-12-28T17:48:48.999GMT,3,167821,274405181,87,144,0,0,10553,780,4,86002
12,0,8843,2015-12-28T17:48:49.223GMT,3,164914,273078924,87,130,0,0,10550,585,3,74798
3,0,8844,2015-12-28T17:48:49.895GMT,4,31112,50555977,16,31,0,0,10553,390,2,59067
4,0,8845,2015-12-28T17:48:52.022GMT,3,169162,274061024,88,151,0,0,10553,780,4,88612
0,0,8846,2015-12-28T17:48:53.663GMT,3,169406,273586790,87,152,0,0,10553,778,4,87128
6,0,8847,2015-12-28T17:48:55.392GMT,3,166853,273708600,87,143,0,0,10553,780,4,93080
5,0,8915,2015-12-28T17:50:02.701GMT,4,170318,273835701,86,137,0,0,10549,780,4,94728
3,0,7669,2015-12-28T17:20:19.578GMT,2,21597,72364349,23,8,0,0,10553,195,1,46680
3,0,7668,2015-12-28T17:20:13.544GMT,2,83168,272100110,85,43,0,0,10553,780,4,61491
14,0,7661,2015-12-28T17:19:51.867GMT,3,83382,272462303,85,20,0,0,10554,778,4,58920
8,0,7660,2015-12-28T17:19:49.053GMT,2,131629,273327269,86,31,0,0,10549,585,3,48217
0,0,7663,2015-12-28T17:19:56.205GMT,2,99226,272617681,85,48,0,0,10553,780,4,63000
0,0,7662,2015-12-28T17:19:54.812GMT,2,909767,274300821,86,358,0,0,10553,780,4,86375
0,0,7665,2015-12-28T17:20:02.411GMT,2,82815,272896900,86,34,0,0,10553,585,3,57621
3,0,7664,2015-12-28T17:19:57.511GMT,3,28726,72903005,23,16,0,0,10553,195,1,48409
6,0,7667,2015-12-28T17:20:08.110GMT,2,89065,273860982,86,20,0,0,10553,780,4,66040
3,0,7666,2015-12-28T17:20:03.578GMT,2,82954,271732797,85,43,0,0,10553,778,4,63102
0,0,1768,2015-12-28T15:05:07.262GMT,3,146138,274145168,86,184,0,0,10553,780,4,63580
9,0,1769,2015-12-28T15:05:07.893GMT,4,98136,74337604,23,128,0,0,10549,195,1,59423
